text,label
"His widow, Colleen O'Neill, and Matt Salinger prepared this work for publication after his death, announcing in 2019 that ""all of what he wrote will at some point be shared"", but that it was a big job and not yet ready.",0
Monroe Salisbury died at age 59 from a fractured skull sustained in his fall at the institution.,0
"Salley hosted The John Salley Block Party, a radio morning show on Los Angeles station 100.3 The Beat from 2005 - 2006.",0
"~ John SalleySalley is an entrepreneur in the cannabis industry, launching his own cannabis brand Deuces22 and taking an ownership stake in the cannabis testing company GreenSpace Labs.",0
John Salley is a member of Omega Psi Phi initiated through Nu Omega Chapter in Detroit.,0
"Albert Salmi was an American actor of stage, film, and television.",0
Jack Salvatore Jr. is an American writer’s production assistant and actor.,0
Sammy Blum was an American character actor whose career spanned both the silent and talking film eras.,0
"The Aboriginal Multi-Media Society
Will Sampson at Find a Grave",0
Russell Sams is an American film actor and director.,0
"Edwin San Juan is a Filipino American actor and comedian who is known for sharing his multicultural life experiences, his observational humor, word play and for poking fun at ethnic stereotypes.",0
"Marco Sanchez is an American actor, producer, and writer.",0
Otto Sanchez is an American actor best known for playing Carmen Guerra in the HBO prison drama Oz.,0
Tony Sancho is a stage and film / television actor based in Los Angeles best known for his lead role as Isaac in Tadeo Garcia's debut film On the Downlow also featuring starring Michael Cortez as Angel.,0
"Tony Sancho has a background on the theatre stage as member of Teatro Vista, the only Equity Latino theatre company in the Midwest.",0
Paul Sand is an American actor and comedian.,0
"Walter Sande was an American character actor, known for numerous supporting film and television roles.",0
"For the cricketer, see Ian Sanders.Ian Sander was a principal in Sander/Moses Productions, where he  both developed and served as an executive producer on over 300 hours of dramatic prime-time television programming.",0
"Aaron Sanders is an American actor, known for his roles as Morgan Corinthos in the soap-opera General Hospital and as Ethan in the movie No Greater Love.",0
"C. J. Sanders is an American football wide receiver for the SMU Mustangs, and a former child actor.",0
"William Sanderson is an American character actor known for his work in feature films such as Blade Runner, and in television series such as Newhart, Deadwood and True Blood.",0
"Ethan Sandler is an American actor, film producer and writer known for his role of ADA Jeffrey Brandau on the television series Crossing Jordan.",0
"Steve Sandor was an actor who made his first television appearance on Star Trek, playing Lars in the second season episode ""The Gamesters of Triskelion"".Before becoming an actor, Sandor grew up in the Greenfield neighborhood of Pittsburgh.",0
"Nick Sandow is an American actor, writer, producer and director, best known for his role as Joe Caputo in Orange Is the New Black.",0
Johnny Sands was an American film and television actor.,0
Erskine Sanford was an American actor on the stage and in radio and motion pictures.,0
Merlin Santana was an American actor and rapper.,0
"Andrew Santino is an American stand-up comedian, actor and podcaster known for television series and films such as Sin City Saints, The Disaster Artist, Mixology, and I'm Dying Up Here.",0
"Fred Santley, also known variously as Freddie Santley, Fredric Santley, Frederick Santley, Frederic Santley, and Fredric M. Santley, was an American character actor of the silent and sound film eras, as well as an actor on the Broadway stage.",0
"In 1906, at age seventeen, Joseph Santley co-wrote and starred on Broadway in the play, Billy the Kid.",0
"In 1929, Joseph Santley co-directed, with Robert Florey, the first Marx Brothers feature film The Cocoanuts, a musical comedy for which he is most famous.",0
"During World War II, Joseph Santley worked for the war effort and in 1942 made the film Remember Pearl Harbor.",0
Joseph Santley died in 1971 in Los Angeles.,0
"Reni Santoni is an American film, television and voice actor.",0
"Davi Santos is a Brazilian-born American actor, best known for his role playing Sir Ivan, The Gold Ranger on the television series Power Rangers Dino Charge.",0
"Joe Santos was an Italian-American film and television actor, best known as Sgt.",0
"Al Sapienza is an American actor, who has had numerous roles in television, stage and film productions.",0
He took the name Dick Sargent from a Saturday Evening Post illustrator/artist of the same name.,0
"Bob Sarlatte is an American comedian, actor and sports announcer known for such films and television series as Star Trek IV: The Voyage Home, EDtv and Late Show with David Letterman.Sarlatte was also the on-field stadium announcer for 30 years for the San Francisco 49ers football team.",0
"Patrick Sarniak is an American musician, songwriter and actor from Detroit, Michigan.",0
"""Q&A - Peter Sarsgaard Caught in Orphan's Parent Trap"".",0
"Gailard Sartain is an American former actor, often playing characters with roots in the South.",0
"He is the son of Paul Satterfield, a Nashville firefighter who was killed in the line of duty, and singer songwriter Priscilla Coolidge.",0
"Brad Savage is an American actor best known for his role as Danny in the 1984 movie Red Dawn, for which he received a nomination for the Young Artist Award in the category ""Best Young Supporting Actor in a Motion Picture Musical, Comedy, Adventure or Drama"".",0
"George Savalas, under his real name, also received a Production Associate credit during the first season and a Production Assistant credit for the second season.",0
Stelio Savante is a South African-born New York actor.,0
Gus Saville was an American silent film actor.,0
"Jimmy Savo was an American Vaudeville, Broadway, nightclub, film and television performer, comedian, juggler, and mime artist.",0
"""Jimmy Savo; di Famiglia Lucana originaria di Stigliano al ""secolo"" Vincenzo Rocco Sava, abitò con Farina Lina a Guardea Italia nel Castello del Poggio e ad Amelia Italia in Via Marcheggiani n. 26.",0
"Hartley Sawyer is an American actor, producer and writer.",0
John Saxon is an American actor and martial artist who has worked on more than 200 projects during a span of 60 years.,0
John Saxon is proficient in Judo and Shotokan Karate.,0
Rolf Saxon is an American actor and voice actor.,0
"Raphael Sbarge is an American actor, director and producer.",0
Don Scardino is an American television director and producer and a former actor.,0
Hal Scardino is an American actor and producer best known for having played the leading role in the movie The Indian in the Cupboard.,0
"Paul Scardon was an actor, a producer, and a director on both Australian and New York stages.",0
"Christopher Schaap is an American actor, director and writer.",0
Fritz Schade was a German-born American film actor of the silent era.,0
"Johnathon Schaech is an American actor, writer and producer known for his role as James Mattingly II in the film That Thing You Do!",0
"Eric Schaeffer is an American actor, writer and director.",0
"Daniel Joseph Schafer is an American pop, country music and Christian singer, guitarist, songwriter, and actor.",0
"Robert Scheerer was an American film and television director, actor, and producer.",0
Richard Schiff is an American actor and director.,0
Rudolph Schildkraut was an Austrian film and theatre actor.,0
William G. Schilling was an American actor of film and television.,0
"Zander Schloss is an American musician, actor and composer.",0
Ned Schmidtke is an American film and television actor.,0
"Jonathan Schmock is an American actor, television director, producer, writer and editorial cartoonist.",0
"Paul Schoeffler is a Canadian stage, film, television and voice actor.",0
"Aaron Schoenke is an American film and television actor, screenwriter, film director, film editor, film producer, and cinematographer best known for Super Power Beat Down, Ninjak vs. the Valiant Universe and Power Rangers: Legacy Wars: Street Fighter Showdown.",0
"The Valiant Universe Aaron Schoenke as Master Darque
Power Rangers Legacy Wars: Street Fighter Showdown ActorBatman Beyond: Year One Terry McGinnis/Batman Beyond
Batman Legends as Nightwing/Dick Grayson
The Greatest Fan Film of All Time as The Scarecrow
Deadliest Warrior
Apache vs. Gladiator as Apache
Spartan vs. Ninja as Spartan
Pirate vs. Knight as Lead Pirate
Seeds of Arkham as Nightwing/Dick Grayson
Super Power Beat Down as Nightwing/Dick Grayson, The Joker,Peter Parker/Spider-Man, and Terry McGinnis/Batman Beyond.",0
"Kevin Schon is an American actor, voice actor, producer and energy entrepreneur, who is known for his voice-over work in video games, movies and TV shows.",0
"Isaac Liev Schreiber is an American actor, director, screenwriter, and producer.",0
"His production company, Ricky Schroder Productions, has produced Starting Strong, a TV show for the U.S. Army, since 2013, as well as other projects including The Fighting Season.",0
"Conrad John Schuck Jr. is an American actor, primarily in stage, movies and television.",0
Lenny Schultz is an American retired comedian who performed during the 1970s on television and at comedy clubs in New York City.,0
Hans Schumm was Agnes' second of three husbands.,0
"Gloria, again, divorced Hans Schumm January 11, 1978, in Los Angeles County.",0
Harry Schumm was an American silent film actor.,0
"Maurice Schwartz, born Avram Moishe Schwartz, born in the Volhynia province of Ukraine, was a stage and film actor active in the United States.",0
"Robert Schwartzman released his first solo album, Double Capricorn, on October 25, 2011.",0
"Ralph Taeger was an American actor who starred in three short-lived television series during the 1960s: Klondike, Acapulco and Hondo.",0
Faran Tahir grew up in Pakistan and returned to the United States in 1980.,0
"Scott Takeda is an American actor, filmmaker and photographer.",0
"Steve Talley is an American actor who grew up in Avon, Indiana.",0
Bob Tallman born Robert Matthew Tallman is a ProRodeo Hall of Fame American rodeo announcer.,0
"Richard Talmadge was a German-born actor, stuntman and film director.",0
"Tim Talman is an American stage, film, and television actor.",0
Johnny Tammaro is an Italian-American actor and singer best known for his role as Bruno in Kenny Rogers' Christmas From The Heart-The Toy Shoppe at The Beacon Theatre.,0
"Frank Tang was a Chinese-American character actor, filmmaker, community leader, and restaurateur who was best-known for directing the 1936 Cantonese-language film Sum Hun.",0
"Richard Tanne is an American film director, writer, producer and actor.",0
Gerald Tannebaum was an American humanitarian and actor in China.,0
"William Tannen was an American actor originally from New York City, who was best known for his role of Deputy Hal Norton in fifty-six episodes from 1956 to 1958 of the ABC/Desilu western television series, The Life and Legend of Wyatt Earp.",0
"Robert Emmett Tansey was an American actor, screenwriter, film producer and director.",0
"In 2006, another ""Quentin Tarantino presents"" production, Hostel, opened at number one at the box office with a $20.1 million opening weekend.",0
"In 1999, Quentin Tarantino was also linked to a live-action Iron Man film, as director and writer.Before Inglourious Basterds, Tarantino had considered making The Vega Brothers.",0
Tony Tarantino is an American actor and producer.,0
"In a 2017 interview, Tony Tarantino spoke of an incident in 1960 when he was 20 years old and talent agent Henry Willson offered him acting opportunities and a lavish lifestyle in exchange for gay sex.",0
"Shocked, Tony Tarantino claims he punched Willson in the face, knocking Willson to the ground.",0
"The fact that Tony Tarantino, Quentin's father, is a credited producer only muddies things further, but I assume anyone with money and that valuable surname would have sufficed.""",0
"Tony Tarantino responded, saying he had relatives in the police and that what Quentin had said was ""dead wrong"".",0
Glenn Taranto is an American actor and screenwriter.,0
Jeremy Tardy is an American actor best known for Dear White People on Netflix.,0
Le Tari was an American actor who appeared in movies and on television.,0
Andrew Tarver is an American actor and comedian from the Upright Citizens Brigade Theater in Los Angeles.,0
"Eric Taslitz is an American actor best known for roles in such films and television series as American Pop, Galactica 1980, and Lambada.",0
Jay Tavare  is an American actor and blogger.,0
"Ronald Tavel was an American screenwriter, director, novelist, poet and actor, best known for his work with Andy Warhol and The Factory.",0
Daniel Tay is an American actor best known for his role as Michael Hobbs in Elf.,0
"Henry E. Taylor III is an American actor, host, entrepreneur, host, producer, and director.",0
"James Arnold Taylor is an American voice actor, writer and producer, known for portraying Ratchet in the Ratchet & Clank franchise, the main character Tidus in Final Fantasy X, Shuyin in Final Fantasy X-2, Obi-Wan Kenobi in the Star Wars animated features such as Star Wars: The Clone Wars and the franchise's video games, and Johnny Test in the animated series Johnny Test.",0
Joshua Taylor is a film and television actor.,0
Kent Taylor was an American actor of film and television.,0
"Along with Clark Gable, Kent Taylor served as the inspiration behind the name of Superman's alter-ego Clark Kent.",0
His son Lawrence Taylor Jr. gave his introduction speech at the induction ceremony.,0
"Robin Lord Taylor is an American film and television actor and director, known for his role as Penguin in the Fox TV series Gotham, as well as Accepted, Another Earth, Would You Rather, John Wick: Chapter 3 – Parabellum and You.",0
"Lou Tellegen was a Dutch-born stage and film actor, film director and screenwriter.",0
"Nino Tempo is an American musician, singer, and actor.",0
"Nino Tempo was born in Niagara Falls, New York.",0
"However, Nino Tempo is known best for his 1963 duet ""Deep Purple"" on Atco with his sister Carol, which scored No.1 on the Billboard Hot 100.",0
"Under the stage name, Harry Tenbrook, he appeared in some 332 films between 1911 and 1960.",0
"William Tepper was an American actor and screenwriter, best known for his lead role in Jack Nicholson's directorial debut, Drive, He Said.",0
"Max Terhune was an American film actor born in Franklin, Indiana.",0
"Leonard Termo was an American character actor whose numerous film and television roles included Fight Club, Johnny Dangerously, and Seinfeld.Termo was born in Brooklyn, New York.",0
"Don Terry was an American film actor, best known for his lead appearances in B films and serials in the 1930s and early 1940s.",0
Jonathan Terry  is a television and film actor.,0
"Michael Grant Terry is an American actor, known for his recurring role as Wendell Bray on the Fox series Bones.",0
Phillip Terry appeared in more than eighty movies over the span of his career.,0
"... During [her marriage to Phillip Terry] she adopted a second child — a boy — and named him Phillip Terry, Jr.",0
"Arthur Thalasso was an American stage actor of vaudeville and musical comedy in the 1910s and, subsequently, a screen actor.",0
"Russell Thaw was treated indifferently by Harry Kendall Thaw, who never accepted Russell as his son.",0
Jack Thibeau is an American film and television actor best known for playing the prisoner Clarence Anglin in the 1979 film Escape from Alcatraz.,0
Lewis has often put Robin Thicke in his list of musical influences in interviews and on the American Idol website.,0
"Later that year, Robin Thicke released his fifth studio album, Love After War, on December 6, 2011.",0
"""At the age of 14, Robin Thicke first met actress Paula Patton, who was then 16, in 1991 at an under-21 hip-hop club called Balistyx on the Sunset Strip in Los Angeles, when he asked her to dance.",0
Roy Thinnes is an American television and film actor best known for his portrayal of lonely hero David Vincent in the ABC 1967–68 television series The Invaders.,0
"Danny Thomas was an American nightclub comedian, singer, actor, producer, and philanthropist whose career spanned five decades.",0
"I was still filming The Danny Thomas Show, but I knew the series was coming to an end.",0
I asked Danny Thomas if he would let me out of my contract so I could be in the movie and he was very gracious to let me out of the last show of the season.,0
"The Danny Thomas Forever Stamp shows an oil-on-panel painting depicting a smiling, tuxedo-clad Thomas in the foreground and St. Jude Children's Research Hospital in the background.",0
Eddie Kaye Thomas is an American actor who rose to prominence as Paul Finch in the American Pie film series.,0
"Jake Thomas is an American actor, voice actor and photographer, perhaps best known for his role as Matt McGuire, the title character's younger brother, in the Disney Channel show Lizzie McGuire.",0
"Jay Thomas was an American actor, comedian, and radio personality.",0
Jonathan Taylor Thomas is an American actor and director.,0
"Khleo Thomas, is an American actor, rapper, influencer, and music producer best known for his role as Zero in Holes and Mixed Mike in Roll Bounce.",0
Philip Michael Thomas is an American retired actor and musician.,0
"Robin Thomas is an American film, television and theater actor, and sculptor.",0
"Rohn Thomas is an American actor, based mainly in the Cleveland/Pittsburgh areas who has appeared in supporting roles in such notable movies as The Shawshank Redemption and The Mothman Prophecies.",0
"But after Sean Patrick Thomas recorded the role, Shemar Moore was available again so Andrea Romano, for the sake of continuity, recast Thomas with Shemar Moore who lip synced to the earlier performance of Thomas.",0
"Charles P. Thompson was an American stage, film, and television actor.",0
"According to the Memphis Commercial Appeal:

Fred Thompson earned about half a million dollars from Washington lobbying from 1975 through 1993  ...",0
"Fred Thompson was endorsed by the Virginia Society for Human Life and several other pro-life organizations.In nationwide polling toward the end of 2007, Thompson's support in the Republican primary election was sliding, with Thompson placing either third or fourth in polls.On January 22, 2008, after attracting little support in the early primaries, Thompson confirmed he had withdrawn from the Presidential race.",0
Kenan Thompson is an American actor and comedian.,0
James Marshall Thompson was an American film and television actor.,0
"Kevin Thoms is an American television/film actor and voice actor, perhaps best known for providing the voice for Lance in Cartoon Network's Sym-Bionic Titan.",0
Ken Thorley is an actor who has portrayed various characters in television and film.,0
Robert Thornby was an American director and actor of the silent era.,0
"Billy Bob Thornton is an American actor, writer, director, and musician.",0
"""Jim Thorpe's world famous Indians"" barnstormed for at least two years in multiple states.",0
"In 1986, the Jim Thorpe Association established an award with Thorpe's name.",0
The Jim Thorpe Award is given annually to the best defensive back in college football.,0
"The appeals court held that Jim Thorpe borough is not a ""museum"", as that term is used in NAGPRA, and that the plaintiffs therefore could not invoke that federal statute to seek reinterment of Thorpe's remains.",0
"Delos Russell Thorson  was an American actor, perhaps best known for his co-starring role as Det.",0
Ted Thurston was an American actor and singer.,0
"Jonathan Tiersten is an American actor and singer, who is mostly known for his role as Ricky Thomas in the 1983 cult classic Sleepaway Camp.",0
"Kenneth Tigar is an American actor, primarily on American television, and translator.",0
"Kevin Tighe is an American actor who has worked in television, film, and theatre since the late 1960s.",0
"Terrell Tilford is an American film, stage, and television actor best known for roles as Eric Bishop on Switched at Birth, David Grant on Guiding Light, as Greg Evans on One Life to Live, as Ramon Rush in the Lifetime drama series The Protector, as Sean Clarke on the scripted series Single Ladies, and its recurring role as Malik on Soul Food for Showtime in 2004.",0
Edwin B. Tilton was an American actor of the silent era.,0
Austin Tindle is an American voice actor who works for Funimation and Sentai Filmworks.,0
Jimmy Tingle is an American comic and occasional actor.,0
"“Jimmy Tingle's Uncommon Sense, The Education of an American Comic; received stellar reviews during a nine-week engagement at the American Place Theater in New York City and continued to succeed brilliantly at the Hasty Pudding Theater in Cambridge, MA becoming the longest running one person show in that theater's history.",0
"Uncommon Sense was followed by Jimmy Tingle in the Promised Land and Jimmy Tingle’s American Dream, which is currently in production to be released as a film.",0
"LaMarcus Tinker is an American actor, producer and director.",0
"Matthew Faber was an American actor best known for his roles in films and television series such as Welcome to the Dollhouse, Natural Born Killers, Law & Order  and Palindromes.Faber died at his home in Van Nuys, California, at the age of 47 of natural causes.",0
"Patrick Fabian is an American actor of film, stage and television.",0
"Joel Fabiani is an American film, television and theater actor.",0
Peter Facinelli is an American actor and producer.,0
"Tom Fadden bore more than a passing resemblance to familiar character player Irving Bacon, and in time they both wound up playing similar mild-mannered roles.",0
"In 2017, Jeff Fahey joined the UK tour of Bill Kenwright's production of Gore Vidal's ""The Best Man"" where he plays the part of US Presidential hopeful Joseph Cantwell against political rival William Russell, played by Martin Shaw.",0
"They had one son, Douglas Fairbanks Jr., also a noted actor.",0
"The remains of his son, Douglas Fairbanks Jr., were also interred there upon his death in May 2000.",0
Douglas Fairbanks Jr. and the Beach Jumpers 9:55 video,0
"Michael Fairman is an American actor and writer best known for his various roles during his long career, which started when he was 31 years old.",0
Jeffrey Falcon is an American actor appearing in martial arts films.,0
Mark Famiglietti is an American actor and screenwriter.,0
"Mark Famiglietti appeared in Nobel Son and Bottle Shock, both for director Randall Miller who also directed Mark in The Tale of Two Bunnies a decade earlier.",0
"Roger Fan is an American film, theater, and television actor best known for his collaborations with Justin Lin and his appearances in the films Annapolis, Finishing the Game and Better Luck Tomorrow.",0
Media related to Roger Fan at Wikimedia Commons,0
"Richard Fancy is named after his paternal grandmother, Magdelene Richard.",0
"Joe Farago is an American actor, former stuntman and television personality.",0
Jerry Farber is an American educator and writer.,0
"Dennis Farina was an American film and television actor, TV presenter, narrator and former Chicago police officer.",0
David Farkas is an American actor and musician.,0
"Like his brother Chris, Kevin Farley attended and graduated from Marquette University.",0
"""Richard Farnsworth, Stunt Man And 2-Time Oscar Nominee, 80"".",0
"Franklyn Farnum was an American character actor and Hollywood extra who appeared in at least 1,100 films.",0
William Farnum was an American stage and film actor.,0
Jamie Farr is an American television and film comedian and theatre actor.,0
Lee Farr was an American actor best known for his starring role as Lt. Jimmy Conway in the television series The Detectives during the 1950s and 1960s.,0
"Charles Farrell was an American film actor of the 1920s silent era and into the 1930s, and later a television actor.",0
"Timothy Farrell was an American film actor, best known for his roles in the Ed Wood films such as Jail Bait, The Violent Years and Glen or Glenda.",0
Tommy Farrell was an American actor and comedian who appeared in over 100 films and TV series between 1944 and 1983.,0
"Jonathan Farwell is an  American film, television, and Broadway actor.",0
Ron Fassler is an American film and television actor and author.,0
"Kent Faulcon is an American actor, director, and writer.",0
Edward Faulkner  is an American film and television character actor.,0
Ralph Faulkner was an American fencer and film actor.,0
"Jason Faunt has two daughters, Keira and Makayla, with his ex-wife Stephanie.",0
"Mark Fauser is an American actor, director, screenwriter, and producer who currently operates the  independent film movie studio, Overlook Productions.",0
George Fawcett was an American stage and film actor of the silent era.,0
"Herbie Faye was an American actor and vaudeville comedian who appeared in both of Phil Silvers' CBS television series, The Phil Silvers Show and The New Phil Silvers Show.",0
Frank Faylen was an American film and television actor.,0
Fahim Fazli is an Afghan-born American film actor.,0
"Wayne Federman is an American comedian, actor, author, writer, comedy historian, podcaster, and musician.",0
John Fedevich is an American drummer and actor known for his role in Almost Famous.,0
"Raised in Los Angeles, Roshon Fegan had studied at the BK Acting Studio and the USC 32nd Street Performing Arts School as well as attending Tom Bradley Elementary then Hollywood High School, Before leaving to be home-schooled to accommodate his acting career.",0
"Roy Fegan is an American actor, producer, director and president of 3inaRo Entertainment.",0
"Bernard Fein was an American actor, television producer, screenwriter and film director.",0
"Otto Felix was a motion picture and television actor, an acting teacher and a still photographer.",0
"In his later life Otto Felix was an acting teacher based in Hollywood, California.",0
"Otto Felix - Founder of Film Actors Shop
Otto Felix Photos
South of Heaven, West of Hell
Dwight Yoakam album cover photo",0
"Norman Fell, was an American actor of film and television, most famous for his role as landlord Mr. Roper on the sitcom Three's Company and its spin-off, The Ropers.",0
Don Fellows was an American actor known for his roles in British theater and television.,0
Mark Fenton was an American stage performer and motion-picture character actor who appeared in at least 80 films between 1914 and 1925.,0
"Colm Feore on IMDb
Colm Feore at the Internet Broadway Database 
Colm Feore at the Internet Off-Broadway Database
Interview with Colm Feore at 2007 Banff World TV Festival",0
Al Ferguson was an Irish-born American film actor.,0
Casson Ferguson was an American film actor of the silent era.,0
"Craig Ferguson is a Scottish-American television host, comedian, author, and actor.",0
"Kareem Ferguson, is an American actor on theater and in films and television.",0
"Kareem Ferguson has worked in regional theaters such as the Guthrie, Alliance, Pioneer and Penumbra Theatre companies.",0
"Adam Ferrara is an American actor and comedian known for playing the role of Chief ""Needles"" Nelson on the FX series Rescue Me.",0
"Mel Ferrer's U.S.-born mother, Mary Matilda Irene, was a daughter of coffee broker Joseph J. O'Donohue, New York's City Commissioner of Parks, a founder of the Coffee Exchange, and a founder of the Brooklyn-New York Ferry.",0
"Mel Ferrer's aunt, Marie Louise O'Donohue, was named a papal countess, and his mother's sister, Teresa Riley O'Donohue, a leading figure in American Roman Catholic charities and welfare organizations, was granted permission by Pope Pius XI to install a private chapel in her New York City apartment.Ferrer had three siblings.",0
"Chad Ferrin is an American horror film director, screenwriter, producer and actor.",0
"Dan Ferro is a retired American television and film actor, best known for his role as Tommy Ortega in the 1980s television series Falcon Crest and for his role as drug lord Tony Romero in Death Wish 4: The Crackdown.",0
"Mark Feuerstein is an American actor, writer, producer and director.",0
"Joseph Feury is an American film and television producer, documentary filmmaker, painter, actor, stage dancer, and Academy Award winner.",0
Robert Scott Field is an American born actor and radio show host best known for his portrayal as the android M-11 in the Godzilla film Godzilla vs. King Ghidorah.,0
William Todd Field is an American actor and three-time Academy Award-nominated filmmaker.,0
Edward Fielding was an American stage and film actor.,0
"Lew Fields was an American actor, comedian, vaudeville star, theatre manager, and producer.",0
"Lew Fields died in Beverly Hills, California on July 20, 1941.",0
"The notice concludes with ""W. C. Fields"" printed so large that it visually dominates the entire two-page spread in the paper.",0
"Clyde Fillmore, born Clyde Fogle, was an American actor of stage and screen.",0
John Fink is an American film and television actor.,0
Charlie Finn is an American film and television actor.,0
"Fletcher Christian Finnegan, better known as Christian Finnegan, is an American stand-up comedian, writer and actor based in New York City.",0
"Dan Finnerty is an American actor, comedian and singer.",0
"Warren Finnerty was an American actor best known for his Obie award-winning performance as the character ""Leach"" in the stage production The Connection and its film version.",0
"Eddie Firestone was an American radio, television, and film actor.",0
"Harvey Sid Fisher is a singer/songwriter/musician, actor, model, and screenwriter.",0
"James Leslie Miles Fisher is an American film and television actor, entrepreneur, and musician.",0
"Shug Fisher, born George Clinton Fisher Jr., was an American character actor, singer, songwriter, musician and comedian.",0
Rick Fitts is an American television and film actor.,0
"Glenn Fitzgerald is an American actor of stage, film, and television.",0
Leo Fitzpatrick is an American actor and co-director of the Marlborough Chelsea gallery.,0
"Robert Emmett Fitzsimmons, known professionally as Emmett Fitzsimmons, is a former member of the NYPD police officer who has appeared in a number of films and television series, including Nurse Jackie, Burn Notice, and The Cape and Wall Street Money Never Sleeps.",0
"Charles B. Fitzsimons was an Irish actor who emigrated to the United States, where he became a film producer after ending his acting career.",0
Peter Paul Fix was an American film and television character actor who was best known for his work in Westerns.,0
"Paul Fix at Memory Alpha
Paul Fix at Battlestar Wiki, an encyclopedia of the Battlestar Galactica sagas
Paul Fix at Find a Grave
Finding aid authors: Karen Glenn, H. Christine Swindler, and John Murphy.",0
"Daniel Flaherty is an American actor, known for his role as Stanley Lucerne on the MTV teen drama series Skins.",0
Lanny Flaherty is an American actor of film and television.,0
"Sean Patrick Flanery  is an American actor, author and martial artist.",0
"Willie Aames is an American actor, film and television director, television producer, and screenwriter.",0
Victor Aaron Ramirez was a Native American actor of the Yaqui tribe.,0
"Walter Abel was an American film, stage and radio actor.",0
"Movies Biography
F. Murray Abraham at IMG Artists",0
"Julian Adams is a producer, writer, actor, and architect.",0
Mason Adams was an American character actor and voice-over artist.,0
"R. J. Adams, also known as Bob Shannon, was a Canadian-American film and television actor, acting coach, screen writer, film producer, documentary producer and radio personality.",0
"Victor Adamson was an New Zealand director, producer, screenwriter, and actor most famous for directing and starring in B and Z grade westerns in the early days of motion pictures.",0
Anthony Addabbo was an American actor and model.,0
"Ilunga Adell is an American television and film producer, screenwriter, and actor who has written for many television series, primarily sitcoms, such as Sanford and Son, 227, A Different World, Married... with Children, Roc and Moesha.",0
"Paul Adelstein is an American actor, known for the role of Agent Paul Kellerman in the Fox television series Prison Break and his role as pediatrician Cooper Freedman in the ABC medical drama Private Practice.",0
